longitude,latitude,Head Wind,User Direction,User Speed,Resultant Wind Speed,Resultant Wind Direction
-75.0,45.00017518,15.27826901042751,0.0,0.2782097064556455
-75.0,45.00055055,15.278261597431616,0.0,0.2784320964739129
-75.0,45.00092593,15.27826901042751,0.0,0.2782097063141809
-75.0,45.0013013,15.2782615974269,0.0,0.2782097064556455
-75.0,45.00167668,15.278269010422793,0.0,0.27820970659711014
-75.0,45.00205205,15.278261597431616,0.0,0.2784320963324483
-75.0,45.00242743,15.27826901042751,0.0,0.2782097063141809
-75.0,45.0028028,15.2782615974269,0.0,0.2782097064556455
-75.0,45.00317818,15.27826901042751,0.0,0.27820970659711014
-75.0,45.00355355,15.278261597431616,0.0,0.2784320961909837
-75.0,45.00392893,15.27826901042751,0.0,0.2782097064556455
-75.0,45.0043043,15.278261597431616,0.0,0.27820970659711014
-75.0,45.00467968,15.278269010418079,0.0,0.2782097064556455
-75.0,45.00505506,15.27826901042751,0.0,0.2784320961909837
-75.0,45.00543043,15.278261597431616,0.0,0.2782097064556455
-75.0,45.00580581,15.27826901042751,0.0,0.27820970659711014
-75.0,45.00618118,15.278261597431616,0.0,0.2782097064556455
-75.0,45.00655656,15.278269010422793,0.0,0.2784320961909837
-75.0,45.00693193,15.278261597431616,0.0,0.27820970659711014
-75.0,45.00730731,15.27826901042751,0.0,0.2782097064556455
-75.0,45.00768268,15.2782615974269,0.0,0.2782097063141809
-75.0,45.00805806,15.278269010422793,0.0,0.2784320963324483
-75.0,45.00843343,15.278261597431616,0.0,0.27820970659711014
